,text,l1,l2,l3,wiki_name,word_count
161423,"The Roman Catholic Diocese of Idah (Latin: Idahin(us)) is a Latin suffragan diocese located in the city of Idah, Kogi State in the Ecclesiastical province of Abuja, in Nigeria, yet remains subject to the Roman missionary Congregation for the Evangelization of Peoples. Idah is located along the Niger river in Kogi State of Nigeria. The diocese mainly serves the Igala and Bassa ethnic groups, who live in the Igala Kingdom ruled by the Attah of Igala, along the Niger and Benue rivers, below their confluence, around Lokoja.",Place,ClericalAdministrativeRegion,Diocese,Roman_Catholic_Diocese_of_Idah,87
153595,566 Stereoskopia is a large 168 km outer main-belt asteroid orbiting the Sun. It is a member of the Cybele group located beyond the core of the main belt (see Minor planet groups). It has a 12.1 hour rotation period.,Place,CelestialBody,Planet,566_Stereoskopia,40
114079,"Neyyar dam (Malayalam: നെയ്യാര്‍ അണകെട്ട് )is a gravity dam on the Neyyar River in Thiruvananthapuram district of Kerala, South India, located on the foot of the Western Ghats about 30 km from Thiruvananthapuram. It was established in 1958 and is a popular picnic spot. Lying against the southern low hills of the Western Ghats, Neyyar Dam has a scenic lake.",Place,Infrastructure,Dam,Neyyar_Dam,60
149029,"The Bald Mountain Range is a mountain range in Sierra County, California.",Place,NaturalPlace,MountainRange,Bald_Mountain_Range,12
156670,"Comins Township is a civil township of Oscoda County in the U.S. state of Michigan. The population was 2,017 at the 2000 census. The unincorporated community of Comins is located on M-33 in adjacent Clinton Township on the north side of Comins Township. The unincorporated community of Fairview is within the township.",Place,Settlement,Town,"Comins_Township,_Michigan",52
133136,"The Basilica of Notre-Dame-du-Cap is a basilica in Trois-Rivières, Quebec, Canada. It is an important Catholic sanctuary which receives thousands of pilgrims each year. The structure was originally built as a church in 1720. The first pilgrimage to the Sanctuary was made on May 7, 1883. In 1964, the present basilica was inaugurated, and the sanctuary officially became a minor basilica. It is operated by the Missionary Oblates of Mary Immaculate. \n* Basilica of Notre-Dame-du-Cap Trois-Rivières, Quebec \n* The 20th Century Basilica, Basilica of Notre-Dame-du-Cap Trois-Rivières, Quebec \n* Basilica of Notre-Dame-du-Cap Trois-Rivières, Quebec \n* Basilica of Notre-Dame-du-Cap Trois-Rivières, Quebec \n* Pont Chapelets, Basilica of Notre-Dame-du-Cap Trois-Rivières, Quebec \n* Main Entrance",Place,Building,HistoricBuilding,Notre-Dame-du-Cap_Basilica,110
153758,851 Zeissia is an S-type asteroid belonging to the Flora family in the Main Belt. Its diameter is about 12 km and it has an albedo of 0.2646 . Its rotation period is 9.34 hours. The asteroid is named after the German optician and company founder Carl Zeiss.,Place,CelestialBody,Planet,851_Zeissia,48
100347,"The Tree Topper is a wooden roller coaster located at Upper Clements Park, in the Annapolis Valley, Nova Scotia. It was built by William Cobb in 1989. It was built into the existing terrain. With a total height of 18.3 m, it has a top speed of 56.3 km/h. It is 426.7 m long with a total duration of 1:15.",Place,AmusementParkAttraction,RollerCoaster,Tree_Topper,60
154866,"6377 Cagney, provisional designation 1987 ML1, is a carbonaceous Eunomia asteroid from the middle region of the asteroid belt, approximately 9 kilometers in diameter. It was discovered on 25 June 1987, by Czech astronomer Antonín Mrkos at South Bohemian Kleť Observatory in the Czech Republic. The C-type asteroid is a member of the Eunomia family, the most prominent family of otherwise stony asteroids in the intermediate main-belt. It orbits the Sun at a distance of 2.2–3.0 AU once every 4 years and 3 months (1,550 days). Its orbit has an eccentricity of 0.16 and an inclination of 15° with respect to the ecliptic. The first precovery was taken at Palomar Observatory in 1951, extending the asteroid's observation arc by 36 years prior to its discovery. In February 2008, a photometric light-curve analysis by Slovak astronomer Adrián Galád at the Modra Observatory gave a rotation period of 4.171±0.003 hours with a brightness variation of 0.20 in magnitude (U=3). The Collaborative Asteroid Lightcurve Link assumes an albedo of 0.21 (which is typical for stony asteroids and contradicts its C-type classification) and calculates a diameter of 9.2 kilometers, based on an absolute magnitude of 12.5. Alternatively, based NASA's generic magnitude-to-size conversion table, and assuming a rather typical albedo for carbonaceous asteroids of 0.05, the body's diameter would increase to 19 kilometers. The minor planet was named in memory of American actor and dancer James Cagney (1899–1986), remembered best for playing multifaceted tough guys in movies such as The Public Enemy (1931) and Angels with Dirty Faces (1938). In 1942, Cagney won the Oscar for his energetic portrayal of George M. Cohan in Yankee Doodle Dandy. Naming citation was published on 20 June 1997 (M.P.C. 30098).",Place,CelestialBody,Planet,6377_Cagney,282
117000,"Cebeci İnönü Stadium (Turkish: Cebeci İnönü Stadı) is a multi-purpose stadium in Ankara, Turkey. It is currently used mostly for football matches and was the home stadium of Hacettepespor. The stadium holds 15,000 people and was built in 1967. It was named after the Turkish statesman İsmet İnönü.",Place,SportFacility,Stadium,Cebeci_İnönü_Stadium,48
142481,"Aylesford Lake is a natural, fresh-water, dystrophic lake located in Kings County, Nova Scotia, Canada, and is part of the Gaspereau Watershed. The lake encompasses approximately 190 hectares, and is surrounded by the South Mountain Rolling Plain area. Much of the lake is privately owned, making it a major recreational area for the Annapolis Valley. Aylesford Lake offers a man-made public beach - opened in 1990 - that features a boardwalk, parking lot, a public boat launch, boat docks, walking trails, canteen/concession area, male and female change houses, drinking water, clean portable washrooms, a grass open field and playgrounds.The lake is also home to the Aylesford Lake Yacht Club, and the Brigadoon Children's Camp, a non-profit recreational facility catering to children and youth living with a chronic illness, condition or special need in the Maritimes.",Place,BodyOfWater,Lake,Aylesford_Lake,135
152865,"(163364) 2002 OD20 is an Apollo near-Earth object that is classified as a potentially hazardous asteroid (PHA). It was scheduled to be observed by Goldstone radar in May 2013. It has a well determined orbit and will make a close approach to Earth on 23 May 2013, at a distance of 0.0387 AU (5,790,000 km; 3,600,000 mi). It is due to make another close pass on 23 May 2131, coming as close as 0.0248 AU. It was discoverded on 21 July 2002 by Near-Earth Asteroid Tracking (NEAT). With an absolute magnitude (H) of 18.8, the diameter is estimated to be 460–1030 meters.",Place,CelestialBody,Planet,(163364)_2002_OD20,102
137122,"The Grosse Scheidegg is a mountain pass in the Bernese Alps of Switzerland, The pass crosses the col between the Schwarzhorn and the Wetterhorn mountains at an elevation of 1,962 m (6,437 ft). The pass is traversed by a road connecting the town of Meiringen, at an elevation of 595 m (1,952 ft), with the village of Grindelwald, at an elevation of 1,034 m (3,392 ft). The road is closed to most traffic, but is used by a PostBus Switzerland service from Grindelwald to the summit of the pass, with some buses continuing to Meiringen. Bus services operate between May and October, with between four and ten buses a day depending on time of year and section of the route. Hiking over the pass is popular, and it forms part of the cross-country Alpine Pass Route between Sargans and Montreux. From the Meiringen side, the approach to the pass runs through the valley of the Reichenbach stream above the Reichenbach Falls, best known as the place of the last fight between Holmes and Moriarty. The falls can be visited from the pass road, or by using the Reichenbachfall funicular from the valley bottom. The Berghotel, a restaurant and hotel, is situated at the summit of the Grosse Scheidegg. Prior to the coming of the railways and the introduction of tourism to the area, the Grosse Scheidegg provided access for local livestock and dairy farmers to the important export route to Italy over the Grimsel Pass. With the coming of the railways, the importance of the pass as a trade route disappeared, and the pass never achieved the level of tourist visitors achieved by its neighbour, the Kleine Scheidegg.",Place,NaturalPlace,MountainPass,Grosse_Scheidegg,278
105102,"Sangmu Station (Hangul: 상무역; hanja: 尙武驛) is a station of the Gwangju Metro Line 1 in Maneuk-dong, Seo District, Gwangju, South Korea.",Place,Station,RailwayStation,Sangmu_Station,22
154769,"1194 Aletta, provisional designation 1931 JG, is a dark, carbonaceous asteroid from the outer region of the asteroid belt, about 55 kilometers in diameter. It was discovered on 13 May 1931, by English-born South-African astronomer Cyril Jackson at the Union Observatory in Johannesburg, South Africa. The C-type asteroid orbits the Sun at a distance of 2.6–3.2 AU once every 4 years and 12 months (1,816 days). Its orbit is tilted by 11 degrees to the plane of the ecliptic and shows an eccentricity of 0.09. Two concurring photometric light-curve analysis from the Leura/Kingsgrove Observatory and the Palomar Transient Factory Survey rendered a rotation period of 20.39 hours, with an alternative measurement from the Via Capote Observatory, that gave a slightly shorter period of 19.7 hours. According to the surveys carried out by the Infrared Astronomical Satellite IRAS, the Japanese Akari satellite, and the NEOWISE mission of the Wide-field Infrared Survey Explorer, the body has an albedo between 0.04 and 0.09, while the Collaborative Asteroid Lightcurve Link (CALL) derives a lower value of 0.03. The discoverer named the asteroid after his wife, Aletta Jackson.",Place,CelestialBody,Planet,1194_Aletta,183
104337,"Sopot Kamienny Potok is an SKM stop in Sopot, Poland. It is the last stop of this urban train in Sopot.",Place,Station,RailwayStation,Sopot_Kamienny_Potok_railway_station,21
144749,"The Big Lava Bed, located in the Gifford Pinchot National Forest in the southwestern area of the State of Washington, originated from a 500-foot-deep crater in the northern center of the bed. The Big Lava Bed is the youngest feature of the Indian Heaven volcanic field. The 0.9-cubic kilometer lava flow erupted from the cinder cone about 8200 years ago. The lava flow traveled 13 km from the source crater. Lodgepole pine, alder, and other pioneer plants struggle to grow, seen sparsely growing between and amid towering rock piles, caves, and strange lava formations. Access into the interior of the lava bed is difficult, since there are no roads or trails crossing the lava field. Explorers who wish to venture deep within the lava flow are advised to choose their route carefully. Compasses are not always reliable, since local magnetic influences affect their magnetic performance in the vast expanse of rock.",Place,NaturalPlace,Mountain,Big_Lava_Bed,151
125107,"Majagua Municipal Museum is a museum located in Majagua, Cuba. It was established on 5 January 1982. The museum holds collections on history, weapons, decorative arts and ethnography.",Place,Building,Museum,Majagua_Municipal_Museum,28
142471,Bear Canyon Lake is a lake built by Arizona Game and Fish Department for angler recreation. The facilities are maintained by Apache-Sitgreaves National Forest division of the USDA Forest Service.,Place,BodyOfWater,Lake,Bear_Canyon_Lake,30
102776,"Brunei International Airport (Malay: Lapangan Terbang Antarabangsa Brunei; Jawi: لاڤڠن تربڠ انتارابڠسا بروني ) (IATA: BWN, ICAO: WBSB) is the primary airport in the nation of Brunei. It serves as the home base for Royal Brunei Airlines. The Royal Brunei Air Force is also based at the Rimba Air Base, which is located within the airport's area. The airport serves destinations across Asia and Oceania as well as flights to London Heathrow (via Dubai).",Place,Infrastructure,Airport,Brunei_International_Airport,74
163061,"The Archdiocese of Szczecin-Kamień (Latin: Sedinen(sis) – Caminen(sis)) is an archdiocese located in the cities of Szczecin and Kamień Pomorski in Poland. With 24,3% of its population attending church services weekly or more in 2013 it is the least devoutly religious diocese in Poland.",Place,ClericalAdministrativeRegion,Diocese,Roman_Catholic_Archdiocese_of_Szczecin-Kamień,44
108524,"Line 3 (simplified Chinese: 三号线; traditional Chinese: 三號線; pinyin: Sānhào Xiàn; Jyutping: Saam1 Hou6 Sin3) of the Shenzhen Metro (Longgang Line)(龙岗线; 龍崗線; Lónggǎng Xiàn; Lung4 Gong1 Sin3) runs northeastward from Yitian to Shuanglong. Line 3 opened on December 28, 2010. It also has an unofficial name Universiade Line because it connected the Universiade playground and the center of Shenzhen. Since opening, it has been heavily trafficked highly and became a major transport option for urban workers. Approximately 433,400 use Line 3 every day. On May 5, 2014 Line 3 carried a peak ridership of 767,300 people. It currently has a service interval of 5 minutes between trains across the entire length of the line. Sectional trains operate on weekdays, between Huaxin and Tangkeng, from 7:15 a.m. to 9:15 a.m. and from 5:45 p.m. to 7:45 p.m. This is to alleviate a surge in passenger traffic at Buji Station, since the opening of the connecting Shenzhen East Railway Station.",Place,RouteOfTransportation,RailwayLine,"Line_3,_Shenzhen_Metro",158
115915,"The Rio Cobre Dam is a diversion dam on the Rio Cobre near Spanish Town in Saint Catherine Parish, Jamaica. It is owned by the National Irrigation Commission. The primary purpose of the dam is to divert water into a canal on its right bank for the irrigation of up to 12,000 ha (30,000 acres) to the south. It also provides municipal water to Spanish Town. The scheme contains more than 48 km (30 mi) of canals and waters sugar cane, bananas and cattle. Plans for the scheme began with then Governor of Jamaica John Peter Grant in 1870. Construction began at the end of 1872 and by June 1876 the dam and canals were complete. In the late 1800s the West India Electric Company constructed a 900 kW hydroelectric power station upstream at Bog Walk to power a tram system in Kingston. On 24 June 1904, while workers were cleaning the station's penstock, water was accidentally released down it killing 33 of them. The power station was closed in 1966, 62 years after the accident but, the dam, the ruins of the turbine house and some of the concrete supports of the penstock still exist today.",Place,Infrastructure,Dam,Rio_Cobre_Dam,197
124166,"The Kraków Museum of Insurance (Polish: Muzeum Ubezpieczeń w Krakowie) is a museum in Kraków, Poland dedicated to insurances. It was established in 1987. It is the only such museum in existence devoted to all aspects of the history of insurance in Poland and in formerly Polish lands. The director of the museum is Marianna Halota. The collections of the museum encompass two centuries of rare artifacts and memorabilia including over 35,000 historic documents and certificates from 28 countries.",Place,Building,Museum,"Museum_of_Insurance,_Kraków",79
155952,"Schlettau is a town in the district of Erzgebirgskreis, in Saxony in Germany. It is situated in the Ore Mountains, 5 km southwest of Annaberg-Buchholz, and 12 km east of Schwarzenberg.",Place,Settlement,Town,Schlettau,31
144623,"Mituraju (possibly from Quechua mit'u, mitu mud, rahu snow, ice, mountain with snow) is a 5,750-metre-high (18,865 ft) mountain in the north of the Huayhuash mountain range in the Andes of Peru. It is located in the Ancash Region, Bolognesi Province, Pacllón District, and in the Huánuco Region, Lauricocha Province, Queropalca District. Mituraju lies southeast of Runtuy and southwest of Lake Mitucocha.",Place,NaturalPlace,Mountain,Mituraju,62
156545,"Bagan Serai is a mukim in Kerian District, Perak, Malaysia. It is an important collecting and processing location for the paddy plantation of the Kerian scheme. Bagan Serai is also the name of the parliamentary constituency in which the town is located. It is also notable for its Indian population established in the late 19th century more recently the subject of racism. The word “Bagan” in Malay means a jetty or a place of landing for some business activities, and “Serai” means lemon grass, a herb often used in Malay food, which used to be mass-produced here. Through the hearsay from old generations, Bagan Serai used to be a very busy pier for trading activities, because of the rivers that flows through this small town straight to the sea, making it a strategic location for trading activities and suitable landing spot for goods. A slightly different version as to how Bagan Serai got its name can be found at the website \""Glimpses\"".",Place,Settlement,Town,Bagan_Serai,162
97606,"Au Sable Light is an active lighthouse in the Pictured Rocks National Lakeshore west of Grand Marais, Michigan off H-58. Until 1910, this aid to navigation was called \""Big Sable Light\"" (not to be confused with Big Sable Point Light near Ludington, Michigan on Lake Michigan or Little Sable Point Light south of Pentwater, Michigan).",Place,Tower,Lighthouse,Au_Sable_Light,55
121685,"UnityPoint Health Finley Hospital is a medical facility operating in Dubuque, Iowa. The hospital is part of UnityPoint Health. It is one of two hospitals operating in the city of Dubuque. Finley is a 126 bed, non-profit hospital accredited by the Joint Commission on Accreditation of Healthcare Organizations and has been licensed by the state of Iowa. In 2016, Finley Hospital welcomed patients to a multi-phase project that provides a 70,000 square foot, 3-story addition located on the Grandview Avenue side of the current Finley Hospital building. The building houses the Emergency Department, surgical suites and Heart and Vascular Center, improving health care delivery for the community. History The hospital was founded in 1890 when Mrs. Helen Finley bequeathed her estate towards the founding of a hospital in memory of her husband Dr. John Finley. Dr. Finley was Dubuque's first general physician and the second permanent physician of both the county of Dubuque and the state of Iowa. He had the reputation for being a kind man with a deep, invested interest in his patients. This was a well-earned reputation, for Dr. Finley would travel many miles by horseback to attend to patients in surrounding areas and would even help with household chores before getting back on the saddle and traveling to another patient in need. He and his wife were very active within the Dubuque community, belonging to the early settlers group, helping to organize the Presbyterian Church, and forming the Northwest Medical Society (currently known as the Dubuque County Medical Society.) Dr. Finley always wanted to establish a medical school and a hospital. Unfortunately, his efforts to do so were unsuccessful and he eventually died before he could see his dreams come to fruition. Helen helped to honor one of her deceased husband's two wishes. In her will and testament, she specified that her estate should be used to found a hospital in Dubuque named after her husband. The articles of incorporation for The Finley Hospital Company were adopted February 21, 1890, and the Finley residence transformed into a twenty-seven room hospital with only 40 beds. Accreditations UnityPoint Health Finley Hospital holds accreditation from The Joint Commission on Accreditation of Healthcare Organizations and is licensed by the State of Iowa. The Joint Commission (TJC) is an independent, not-for-profit, organization that oversees the safety and quality of health care and other services provided in accredited organizations. Finley Hospital has been designated as a Primary Stroke Center by The Joint Commission and the American Heart Association/American Stroke Association (AHA/ASA). The alliance was created to better educate patients and recognize hospitals that meet standards to support better outcomes for stroke care. This certification is for a two year period in which Finley much collect and report on eight core measure. Finley Hospital is also certified by the Commission on Accreditation of Rehabilitation Facilities (CARF). CARF is an independent, nonprofit organization whose accreditation assists service providers to improve the quality of services and meet rigorous standards. Finley Hospital's Sleep Center is accredited by the American Academy of Sleep Medicine (AASM). The AASM is the highest level of accreditation for sleep centers across the US. Finley is the only sleep center in Dubuque to receive this level of accreditation. Organizations that are accredited by AASM must meet or exceed all standards for professional health care as designated by the AASM. These standards address core areas such as personnel, facility and equipment, policies and procedures, data acquisition, patient care, and quality assurance. Additionally, the sleep center's goals must be clearly stated and include plans for positively affecting the quality of medical care in the community it serves.",Place,Building,Hospital,Finley_Hospital,603
105966,"Interstate 126 (I-126) is a spur route of I-26, almost entirely within the city limits of Columbia in the U.S. state of South Carolina.",Place,RouteOfTransportation,Road,Interstate_126,24
137979,"Hubert Glacier is located on the south side of Mount Olympus in the Olympic Mountains and Olympic National Park. Due to its southern orientation, the glacier is smaller than those on the north side of Mount Olympus, such as Blue Glacier. Named for Anna Hubert, the only female member of the first ascent of Mount Olympus, the Hubert Glacier occupies a cirque at the bottom of the headwall, with one branch extending to the south up the mountainside. Starting from this highpoint of the glacier at 6,500 feet (2,000 m), it flows northward until it meets the glacial ice located in the cirque at about 5,600 ft (1,700 m). The glacier changes direction and flows west to its terminus at about 5,000 ft (1,500 m).",Place,NaturalPlace,Glacier,Hubert_Glacier,125
115757,"Lago Colina Dam (Spanish: Presa Lago Colina) is a concrete and earth-embankment gravity dam on the Rio Conchos in Chihuahua, Mexico. The dam forms Lake Colina. Its primary purpose is to divert water for irrigation, and regulate the outflow of the larger La Boquilla Dam upstream.",Place,Infrastructure,Dam,Lago_Colina_Dam,46
134420,"St David's Welsh Church, Colwyn Bay (Eglwys Dewi Sant) is in Rhiw Road, Colwyn Bay, Conwy County Borough, Wales. It is an Anglican church in the parish of Colwyn Bay with Bryn-Y-Maen, the deanery of Rhos, the archdeaconry of St Asaph, and the diocese of St Asaph. The church is situated behind St Paul's Church and is a Grade II listed building. St David's Church was built in 1902–03 and designed by the Chester firm of architects Douglas and Minshull. It is a small church with an apsidal sanctuary. The west window is Perpendicular in style. Rising from the roof is a square bellcote with a pyramidal roof on which is an octagonal spirelet. Internally, the screen was made by a local blacksmith, David Jones. The services held in the church are in Welsh.",Place,Building,HistoricBuilding,"St_David's_Welsh_Church,_Colwyn_Bay",134
144406,"Uqhu (Quechua for swamp, hispanicized spelling Uco) or Ukhu (Quechua for deep) is a mountain in the Andes of Peru, about 5,100 metres (16,732 ft) high. It is located in the Junín Region, Yauli Province, Marcapomacocha District. Uqhu lies northwest of Yuraqqucha and Pukaqucha. It is situated northeast of a plain called Pampa Uqhu (\""swamp plain\"", hispanicized Pampa Uco). Uqhu is also the name of the little lake west of the mountain.",Place,NaturalPlace,Mountain,Uqhu_(Marcapomacocha),72
135988,"Koluvere Castle (Estonian: Koluvere linnus; German: Schloss Lohde), also Koluvere Episcopal Castle, (Estonian: Koluvere piiskopilinnus), is a castle in Koluvere, Lääne County, in western Estonia.",Place,Building,Castle,Koluvere_Castle,25
98715,"The Chaine Memorial Tower in Larne, County Antrim, Northern Ireland, is a memorial to James Chaine, a former Member of Parliament for Antrim, who died in 1885. It is a cylindrical stone tower lighthouse with a conical roof, situated on the west side of entrance to Larne Lough. Chaine developed Larne's short sea route to Scotland as well as establishing the town as a transatlantic port. The memorial, built in 1888, by public subscription, is a replica of an Irish round tower. The memorial is situated at the mouth of Larne harbour, and is reached via Chaine Memorial Road. There is access from Curran Road via Bay Road.",Place,Tower,Lighthouse,Chaine_Memorial,108
111276,"Gerrard Street is a street in Toronto, Ontario, Canada. It consists of two separate parts, historically referred to as Lower Gerrard and Upper Gerrard. The former stretches between University Avenue and Coxwell Avenue for 6 km, across Old Toronto. The latter portion starts 300 m north of Lower Gerrard's eastern terminus and runs between Coxwell Avenue and Clonmore Drive, between Victoria Park Avenue and Warden Avenue, in Scarborough for another 4 km. Gerrard Street travels through a few important districts and neighbourhoods of Toronto, most notably Discovery District and Gerrard India Bazaar, Toronto's prime South Asian ethnic enclave.",Place,RouteOfTransportation,Bridge,Gerrard_Street_(Toronto),98
110396,"The Coleraine-Portrush line is a short branch railway line in Northern Ireland between the town of Coleraine in County Londonderry and the seaside resort of Portrush in County Antrim. The line, which is operated by Northern Ireland Railways, has two intermediate halts and connects to the main Belfast-Derry line at Coleraine.",Place,RouteOfTransportation,RailwayLine,Coleraine–Portrush_railway_line,51
134606,"Our Lady of Mount Carmel is a Roman Catholic Church on High Park Street in Dingle, Liverpool. The church was built when the parish population had outgrown the nearby Church of St Patrick on Park Place. Initially, from 1866, a chapel dedicated to Our Lady of Mount Carmel was used in the school. The church proper opened on 21 July 1878. In December 2009 the church and the adjoining presbytery gained Grade II listed status. In 2001, the parish of Our Lady of Mount Carmel incorporated the nearby parish of St Finbar. The latter church had closed and was later demolished in 2003.",Place,Building,HistoricBuilding,Our_Lady_of_Mount_Carmel_RC_Church,103
149989,"NGC 126, a lenticular galaxy, was discovered on November 4, 1850 by Bindon Stoney, the very same day he discovered NGC 127 and 130.",Place,CelestialBody,Galaxy,NGC_126,24
161914,The Roman Catholic Diocese of Allahabad (Latin:  Allahabaden(sis)) is a diocese located in the city of Allahabad in the Ecclesiastical province of Agra in India.,Place,ClericalAdministrativeRegion,Diocese,Roman_Catholic_Diocese_of_Allahabad,25
105167,"Kępice is a PKP railway station in Kępice (Pomeranian Voivodeship), Poland.",Place,Station,RailwayStation,Kępice_railway_station,11
104760,"Osan College Station is a station on the Seoul Subway Line 1. Osan University, despite the name of the station, is about a mile away from this station, and is closer to the next station on Line 1.",Place,Station,RailwayStation,Osan_College_Station,38
154263,"37655 Illapa (1994 PM) is an Apollo asteroid discovered on August 1, 1994 by C. S. Shoemaker and E. M. Shoemaker at Palomar. Illapa has an estimated diameter of 0.8 to 1.8 km. On 2003-Aug-16 Illapa made of close approach to Earth of 0.025037 AU (3,745,500 km; 2,327,300 mi). Illapa is named for the thunder or weather god of the Incas.",Place,CelestialBody,Planet,37655_Illapa,61
122706,"The Wright Medical Center is a hospital in Clarion, Iowa, United States.",Place,Building,Hospital,Wright_Medical_Center,12
126623,"The JW Marriott Essex House, opened in 1931 and commonly known as the Essex House, is a 44-story luxury hotel with 509 Art Deco style rooms, located at 160 Central Park South in Manhattan, across the street from the southern border of Central Park. The building also includes a large number of condominium residences. It is immediately recognizable by its original red neon rooftop sign. JW Marriott Essex House New York is a member of Historic Hotels of America, the official program of the National Trust for Historic Preservation.",Place,Building,Hotel,JW_Marriott_Essex_House,89
135882,"Sundbyholm Castle is a castle near the town of Eskilstuna, Sweden on the southern shore of Lake Mälaren.",Place,Building,Castle,Sundbyholm_Castle,18
139580,The Izvorul Lespezi is a tributary of the Şasa River in Romania,Place,Stream,River,Izvorul_Lespezi_River,12
140803,"The Rauma is a river that runs through Romsdalen, a valley in Møre og Romsdal and Oppland counties in Norway. It runs for 68 kilometres (42 mi) from Lesjaskogsvatnet, a lake in the municipality of Lesja, to the town of Åndalsnes in the municipality of Rauma. The river was once famous for its salmon-fishing, but since an infection with Gyrodactylus salaris only 5 to 10% of the original stock survives. The salmon runs up to the Slettafoss, a 16-metre (52 ft) high combination of waterfalls and rapids more than 42 kilometres (26 mi) upriver from the estuary. The Rauma River and its valley are regarded as one of the most beautiful in Norway. The river runs very clear with a green tint and the mountains tower some 1,500 to 1,800 metres (4,900 to 5,900 ft) above the river in the lower and middle parts of the valley. The Reinheimen National Park and the Trollveggen cliff are both located along the southwestern shores of the river through the municipality of Rauma. The Romsdalsalpene mountains surround the river and the valley, including the mountains Store Trolltind, Store Venjetinden, Trollryggen, and Romsdalshornet. The Rauma Line railroad follows the river through the valley on its way north to Åndalsnes. The railroad crosses the river on the Kylling Bridge at the village of Verma. The Rauma was classified as a protected watercourse in 1992, and the only main tributary affected by hydroelectric power is the Verma River with the over 300-metre (980 ft) Verma Falls. The biggest tributaries are the Ulvåa and Istra. The Istra runs through the Ister Valley, well known for Trollstigen Road in its upper parts. The meaning of the name Rauma is unknown (it is probably very old).",Place,Stream,River,Rauma_(river),287
119176,"Dimitris Tofalos Arena (alternate spelling: Dimitrios Tofalos Arena) is an indoor sports arena that is located in the city of Patras, Greece. The arena is named after the great Greek wrestling champion of the early 20th century, and gold medalist at the 1906 Intercalated Games, Dimitrios Tofalos. The arena has a seating capacity for basketball games of 4,150 people, using only the upper-tier permanent seating, and a seating capacity of 5,150 people with retractable lower-tier seats in use.",Place,SportFacility,Stadium,Dimitris_Tofalos_Arena,78
153495,"9991 Anežka, provisional designation 1997 TY7, is a carbonaceous Themistian asteroid from the outer region of the asteroid belt, approximately 10 kilometers in diameter. It was discovered on 5 October 1997, by Czech astronomer Zdeněk Moravec at the South Bohemian Kleť Observatory in the Czech Republic. The dark C-type asteroid is a member of the Themis family, a dynamical family of outer-belt asteroids with nearly coplanar ecliptical orbits. It orbits the Sun at a distance of 2.7–3.7 AU once every 5 years and 9 months (2,091 days). Its orbit has an eccentricity of 0.16 and an inclination of 2° with respect to the ecliptic. The first observation was made at the Japanese Kiso Observatory in 1977, extending the asteroid's observation arc by 20 years prior to its discovery. A rotational light-curve for this asteroid was obtained from photometric observations at the Palomar Transient Factory in December 2012. It gave it a rotation period of 4.4692±0.0019 hours with a brightness variation of 0.24 in magnitude (U=2). According to the survey carried out by the NEOWISE mission of NASA's Wide-field Infrared Survey Explorer, the asteroid measures 12.3 kilometers in diameter and its surface has an albedo of 0.097, while the Collaborative Asteroid Lightcurve Link assumes an albedo of 0.08 and calculates a diameter of 7.9 kilometers. The minor planet was named after the discoverer's grandmother, Anežka Moravcová (b 1924), on her 75th birthday. Naming citation was published on 4 May 1999 (M.P.C. 34632).",Place,CelestialBody,Planet,9991_Anežka,241
119543,"Carlisle Racecourse is a thoroughbred horse racing venue located at Blackwell village, near Carlisle, Cumbria, England. The course has been on its present site since 1904, when it moved there from another location near Carlisle. The course is 1m 4f (2.41km) in circumference, right handed, and hosts flat racing in the summer and National Hunt racing over the winter months. The last half mile is up a steep incline. The going can get very heavy in the winter. History was made on July 2, 1929 when the newly formed Totalisator Board operated their pool betting system for the first time on a British racecourse at Carlisle. Carlisle is home to the Carlisle Bell, one of the oldest horse races in existence. Carlisle also had a King's Plate - a race for 5-year-old horses in 3 mile heats - instigated by George III in 1763.",Place,RaceTrack,Racecourse,Carlisle_Racecourse,144
103977,"Ballybofey railway station served the village of Ballybofey in County Donegal, Ireland. The station opened on 3 June 1895 on the Donegal Railway Company line from Glenties to Stranorlar. It closed on 15 December 1947 when the County Donegal Railways Joint Committee  closed the line from Glenties to Stranorlar in an effort to save money. Freight services on the route continued until 10 March 1952.",Place,Station,RailwayStation,Ballybofey_railway_station,65
141437,"The river Vils is a 30 km long tributary of the Lech River in the Alps of Austria and Germany. The Vils has a drainage basin of approximately a 300 km², with an average annual precipitation of nearly 2000 mm. It originates in the Allgäu Alps in Tyrol from the supplies of the Vilsalpsee, and is its only discharge. Its water flows first in the northern and northwestern directions, in the Reutte district through the Vils and Tannheim valleys and here it runs alongside the B 199 road through Tannheim, Zoeblen and Schattwald. From here the Vils descends down the waterfall \""Vilsfall\"", only slightly east/northeast of the Oberjoch Pass and only a few hundred metres east of the border to Germany. Then the river crosses the border into southern Bavaria, turns northeast and reaches the municipality Pfronten in the district Ostallgäu. Then it flows eastwards along the B 308, again crossing the border into Tyrol, flows below the Tannheimer mountains slightly south of the German border and parallel to this through the municipality Vils, and after going under the B 179 flows directly into the Lech. With an average discharge of 76.8 cubic metres per second (2,710 cu ft/s), the Vils is among the largest rivers in Bavaria.",Place,Stream,River,Vils_(Lech),208
